"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"IBPFAHIO_01029",88116.7255875797,-2.60685736361394,0.0607039389180835,-42.9437926117405,0,0
"IBPFAHIO_01087",15141.5412029636,-2.50259135384016,0.059158973211588,-42.3028193016365,0,0
"IBPFAHIO_01088",13831.3090242668,-3.44924291455773,0.056467434021674,-61.0837551646812,0,0
"IBPFAHIO_01096",8732.71431764956,2.80303044241444,0.0597598672293552,46.9048974231579,0,0
"IBPFAHIO_01158",68852.4859839343,-4.41596414633925,0.0601161349355305,-73.4572199472737,0,0
"IBPFAHIO_01159",58637.8138641664,-4.22499360489029,0.0644796885100863,-65.5244109038987,0,0
"IBPFAHIO_01162",73427.8306027336,2.40079965241934,0.0515909896610551,46.5352509845657,0,0
"IBPFAHIO_01217",507160.172126449,1.94587976984623,0.0498391205981168,39.0432203958221,0,0
"IBPFAHIO_01283",3635.54739339024,-2.65760286117149,0.0697720483109782,-38.0897927681067,0,0
"IBPFAHIO_01361",88934.6558117113,-3.03155060440909,0.0619472672044686,-48.9376003367976,0,0
"IBPFAHIO_01362",139197.550235607,-3.69161440860443,0.0601756321023111,-61.3473307987512,0,0
"IBPFAHIO_01366",2925.30488832628,3.21136973487706,0.084887347757314,37.8309585553092,0,0
"IBPFAHIO_01440",20320.1186300772,-2.06337764233756,0.0505585313272998,-40.8116610227444,0,0
"IBPFAHIO_01477",99387.2118664855,-2.36880644657713,0.0573116802701367,-41.3320013549042,0,0
"IBPFAHIO_01478",113695.336068897,-2.03271461743872,0.0509173590805945,-39.9218391162282,0,0
"IBPFAHIO_01481",29858.2724320289,-2.62376805485982,0.0627973999323282,-41.7814759478457,0,0
"IBPFAHIO_01486",66620.0092792266,-2.80157624000358,0.067019570500154,-41.8023604015359,0,0
"IBPFAHIO_01487",71070.5778260793,-2.45379018289326,0.0512668061689092,-47.8631373058181,0,0
"IBPFAHIO_01489",64735.5727842822,-2.40096821868607,0.0636639151269957,-37.7131725860192,0,0
"IBPFAHIO_01491",107252.399457819,-2.57313386087919,0.0590129768121829,-43.602848049312,0,0
"IBPFAHIO_01492",66241.8984370557,-2.63314887893531,0.0507370946989812,-51.8979041775559,0,0
"IBPFAHIO_01493",106323.538620771,-2.5312665920025,0.0548898330879616,-46.1153996942588,0,0
"IBPFAHIO_01494",68272.6092845834,-2.65074655719172,0.0533430494382852,-49.6924451283664,0,0
"IBPFAHIO_01495",60528.8156918057,-2.79514654699569,0.0625109711874517,-44.71449561412,0,0
